,Book,Chapter,Start Verse,End Verse,Summary
4344,LUK,18,28,30,The reward of them that leave all for his sake.
4345,LUK,18,31,34,He foretells his death;
4346,LUK,18,35,43,and restores a blind man to his sight.
4347,LUK,19,1,10,Of Zacchaeus a publican.
4348,LUK,19,11,27,The ten pieces of money.
4349,LUK,19,28,40,Christ rides into Jerusalem with triumph;
4350,LUK,19,41,44,weeps over it;
4351,LUK,19,45,46,drives the buyers and sellers out of the temple;
4352,LUK,19,47,48,"teaching daily in it. The rulers seek to destroy him, but fear the people."
4353,LUK,20,1,8,Christ avouches his authority by a question of John's baptism.
4354,LUK,20,9,18,The parable of the vineyard.
4355,LUK,20,19,26,Of giving tribute to Caesar.
4356,LUK,20,27,40,"He convinces the Sadducees, that denied the resurrection."
4357,LUK,20,41,44,How Christ is the Son of David.
4358,LUK,20,45,47,He warns his disciples to beware of the scribes.
4359,LUK,21,1,4,Christ commends the poor widow.
4360,LUK,21,5,24,"He foretells the destruction of the temple, and of the city Jerusalem;"
4361,LUK,21,25,33,the signs also which shall be before the last day.
4362,LUK,21,34,38,He exhorts them to be watchful.
4363,LUK,22,1,2,The Jews conspire against Christ.
4364,LUK,22,3,6,Satan prepares Judas to betray him.
4365,LUK,22,7,18,The apostles prepare the passover.
4366,LUK,22,19,20,Christ institutes his holy supper;
4367,LUK,22,21,23,covertly foretells of the traitor;
4368,LUK,22,24,30,rebukes the rest of his apostles from ambition;
4369,LUK,22,31,33,assures Peter his faith should not fail;
4370,LUK,22,34,38,and yet he should deny him thrice.
4371,LUK,22,39,46,"He prays in the mount, and sweats blood;"
4372,LUK,22,47,49,is betrayed with a kiss;
4373,LUK,22,50,53,he heals Malchus' ear;
4374,LUK,22,54,62,he is thrice denied of Peter;
4375,LUK,22,63,65,shamefully abused;
4376,LUK,22,66,71,and confesses himself to be the Son of God.
4377,LUK,23,1,7,"Jesus is accused before Pilate, and sent to Herod."
4378,LUK,23,8,11,Herod mocks him.
4379,LUK,23,12.,12,Herod and Pilate are made friends.
4380,LUK,23,13,25,"Barabbas is desired of the people, and is loosed by Pilate, and Jesus is given to be crucified."
4381,LUK,23,26,33,"He tells the women, that lament him, the destruction of Jerusalem;"
4382,LUK,23,34,38,prays for his enemies.
4383,LUK,23,39,45,Two evildoers are crucified with him.
4384,LUK,23,46,49,His death.
4385,LUK,23,50,56,His burial.
4386,LUK,24,1,8,Christ's resurrection is declared by two angels to the women that come to the sepulchre.
4387,LUK,24,9,12,These report it to others.
4388,LUK,24,13,35,Christ himself appears to the two disciples that went to Emmaus;
4389,LUK,24,36,46,"afterwards he appears to the apostles, and reproves their unbelief;"
4390,LUK,24,47,48,gives them a charge;
4391,LUK,24,49.,49,promises the Holy Ghost;
4392,LUK,24,50,53,and so ascends into heaven.
4393,JHN,1,1,14,"The divinity, humanity, office, and incarnation of Jesus Christ."
4394,JHN,1,15,38,The testimony of John.
4395,JHN,1,39,51,"The calling of Andrew, Peter, etc."
4396,JHN,2,1,11,Christ turns water into wine;
4397,JHN,2,12.,12,"departs into Capernaum,"
4398,JHN,2,13.,13,"and to Jerusalem,"
4399,JHN,2,14,17,where he purges the temple of buyers and sellers.
4400,JHN,2,18,22,He foretells his death and resurrection.
4401,JHN,2,23,25,"Many believe because of his miracles, but he will not trust himself with them."
4402,JHN,3,1,13,"Christ teaches Nicodemus the necessity of regeneration,"
4403,JHN,3,14,15,"of faith in his death,"
4404,JHN,3,16,17,"the great love of God towards the world,"
4405,JHN,3,18,21,and the condemnation for unbelief.
4406,JHN,3,22.,22,Jesus baptizes in Judea.
4407,JHN,3,23,36,"The baptism, witness, and doctrine of John concerning Christ."
4408,JHN,4,1,26,"Christ talks with a woman of Samaria, and reveals himself unto her."
4409,JHN,4,27,30,His disciples marvel.
4410,JHN,4,31,38,He declares to them his zeal for God's glory.
4411,JHN,4,39,42,Many Samaritans believe on him.
4412,JHN,4,43,54,"He departs into Galilee, and heals the ruler's son that lay sick at Capernaum."
4413,JHN,5,1,9,Jesus on the sabbath day cures him that was diseased eight and thirty years.
4414,JHN,5,10,16,"The Jews therefore cavil, and persecute him for it."
4415,JHN,5,17,30,"He answers for himself, and reproves them, shewing by the testimony of his Father,"
4416,JHN,5,31,35,"of John,"
4417,JHN,5,36,38,"of his works,"
4418,JHN,5,39,47,"and of the scriptures, who he is."
4419,JHN,6,1,14,Christ feeds five thousand men with five loaves and two fishes.
4420,JHN,6,15.,15,Thereupon the people would have made him king;
4421,JHN,6,16,25,"but withdrawing himself, he walks on the sea to his disciples;"
4422,JHN,6,26,31,"reproves the people flocking after him, and all the fleshly hearers of his word;"
4423,JHN,6,32,65,declares himself to be the bread of life to believers.
4424,JHN,6,66,67,Many disciples depart from him.
4425,JHN,6,68,69,Peter confesses him.
4426,JHN,6,70,71,Judas is a devil.
4427,JHN,7,1,9,Jesus reproves the ambition and boldness of his kinsmen;
4428,JHN,7,10,13,goes up from Galilee to the feast of tabernacles;
4429,JHN,7,14,39,teaches in the temple.
4430,JHN,7,40,44,Divers opinions of him among the people.
4431,JHN,7,45,53,"The Pharisees are angry that their officers took him not, and chide with Nicodemus for taking his part."
4432,JHN,8,1,11,Christ delivers the woman taken in adultery.
4433,JHN,8,12,30,"He declares himself the light of the world, and justifies his doctrine;"
4434,JHN,8,31,32,promises freedom to those who believe;
4435,JHN,8,33,47,answers the Jews that boasted of Abraham;
4436,JHN,8,48,58,"answers their reviling, by shewing his authority and dignity;"
4437,JHN,8,59.,59,and conveys himself from their cruelty.
4438,JHN,9,1,7,The man that was born blind restored to sight.
4439,JHN,9,8,12,He is brought to the Pharisees.
4440,JHN,9,13,34,"They are offended at it, and excommunicate him;"
4441,JHN,9,35,38,"but he is received of Jesus, and confesses him."
4442,JHN,9,39,41,Who they are whom Christ enlightens.
4443,JHN,10,1,18,"Christ is the door, and the good shepherd."
4444,JHN,10,19,22,Divers opinions of him.
4445,JHN,10,23,30,He proves by his works that he is Christ the Son of God;
4446,JHN,10,31,38,escapes the Jews;
4447,JHN,10,39,42,"and goes again beyond Jordan, where many believe on him."
4448,JHN,11,1,44,"Christ raises Lazarus, four days buried."
4449,JHN,11,45,46,Many Jews believe.
4450,JHN,11,47,48,The high priests and Pharisees gather a council against Christ.
4451,JHN,11,49,53,Caiaphas prophesies.
4452,JHN,11,54.,54,Jesus hides himself.
4453,JHN,11,55,57,"At the passover they inquire after him, and lay wait for him."
4454,JHN,12,1,8,Jesus excuses Mary anointing his feet.
4455,JHN,12,9.,9,The people flock to see Lazarus.
4456,JHN,12,10,11,The chief priests consult to kill him.
4457,JHN,12,12,19,Christ rides into Jerusalem.
4458,JHN,12,20,22,Greeks desire to see Jesus.
4459,JHN,12,23,36,He foretells his death.
4460,JHN,12,37,41,The Jews are generally blinded;
4461,JHN,12,42,43,"yet many chief rulers believe, but do not confess him;"
4462,JHN,12,44,50,therefore Jesus calls earnestly for confession of faith.
4463,JHN,13,1,17,"Jesus washes the disciples' feet, and exhorts them to humility and charity."
4464,JHN,13,18,30,"He foretells and discovers to John by a token, that Judas should betray him;"
4465,JHN,13,31,35,commands them to love one another;
4466,JHN,13,36,38,and forewarns Peter of his denials.
4467,JHN,14,1,4,Christ comforts his disciples with the hope of heaven;
4468,JHN,14,5,12,"professes himself the way, the truth, and the life, and one with the Father;"
4469,JHN,14,13,14,assures their prayers to be effectual;
4470,JHN,14,15.,15,requires obedience;
4471,JHN,14,16,26,promises the Comforter;
4472,JHN,14,27,31,and leaves his peace with them.
4473,JHN,15,1,17,The union of Christ and his members shown under the parable of a vine.
4474,JHN,15,18,25,The hatred of the world.
4475,JHN,15,26,27,The office of the Holy Ghost.
4476,JHN,16,1,22,"Christ comforts his disciples by the promise of the Holy Ghost, and his ascension;"
4477,JHN,16,23,32,assures their prayers made in his name to be acceptable.
4478,JHN,16,33.,33,"Peace in Christ, and in the world affliction."
4479,JHN,17,1,26,Christ prays to his Father.
4480,JHN,18,1,5,Judas betrays Jesus.
4481,JHN,18,6,9,The officers fall to the ground.
4482,JHN,18,10,11,Peter smites off Malchus' ear.
4483,JHN,18,12,14,"Jesus is taken, and led unto Annas and Caiaphas."
4484,JHN,18,15,18,Peter's denial.
4485,JHN,18,19,24,Jesus examined before Caiaphas.
4486,JHN,18,25,27,Peter's second and third denial.
4487,JHN,18,28,35,Jesus arraigned before Pilate.
4488,JHN,18,36,39,His kingdom.
4489,JHN,18,40.,40,The Jews prefer Barabbas.
4490,JHN,19,1,3,"Christ is scourged, crowned with thorns, and beaten."
4491,JHN,19,4,22,"Pilate is desirous to release him, but being overcome with the outrage of the Jews, he delivers him to be crucified."
4492,JHN,19,23,24,They cast lots for his garments.
4493,JHN,19,25,27,He commends his mother to John.
4494,JHN,19,28,30,He dies.
4495,JHN,19,31,37,His side is pierced.
4496,JHN,19,38,42,He is buried by Joseph and Nicodemus.
4497,JHN,20,1,2,Mary comes to the sepulchre;
4498,JHN,20,3,10,"so do Peter and John, ignorant of the resurrection."
4499,JHN,20,11,18,"Jesus appears to Mary Magdalene,"
4500,JHN,20,19,23,and to his disciples.
4501,JHN,20,24,29,The incredulity and confession of Thomas.
4502,JHN,20,30,31,The Scripture is sufficient to salvation.
4503,JHN,21,1,11,Christ appearing again to his disciples is known of them by the great draught of fishes.
4504,JHN,21,12,14,He dines with them;
4505,JHN,21,15,17,earnestly commands Peter to feed his lambs and sheep;
4506,JHN,21,18,21,foretells him of his death;
4507,JHN,21,22,23,rebukes his curiosity touching John.
4508,JHN,21,24,25,The conclusion.
4509,ACT,1,1,9,"Christ, preparing his apostles to the beholding of his ascension, gathers them together unto the mount Olivet, commands them to expect in Jerusalem the sending down of the Holy Ghost, promises after a few days to send it, and ascends into heaven in their sight."
4510,ACT,1,10,11,"After his ascension they are warned by two angels to depart, and to set their minds upon his second coming."
4511,ACT,1,12,26,"They accordingly return, and, giving themselves to prayer, choose Matthias apostle in the place of Judas."
4512,ACT,2,1,13,"The apostles, filled with the Holy Ghost, and speaking divers languages, are admired by some, and derided by others;"
4513,ACT,2,14,36,whom Peter disproves;
4514,ACT,2,37,40,he baptizes a great number that were converted;
4515,ACT,2,41,47,"who afterwards devoutly and charitably converse together; the apostles working many miracles, and God daily increasing his church."
4516,ACT,3,1,11,"Peter preaching to the people that came to see a lame man restored to his feet,"
4517,ACT,3,12.,12,"professes the cure not to have been wrought by his or John's own power or holiness, but by God, and his son Jesus, and through faith in his name;"
4518,ACT,3,13,16,withal reprehending them for crucifying Jesus;
4519,ACT,3,17,18,"which because they did it through ignorance, and that thereby were fulfilled God's determinate counsel, and the Scriptures,"
4520,ACT,3,19,26,"he exhorts them by repentance and faith to seek remission of their sins, and salvation in the same Jesus."
4521,ACT,4,1,2,"The rulers of the Jews, offended with Peter's sermon,"
4522,ACT,4,3,4,imprison him and John.
4523,ACT,4,5,12,"After, upon examination Peter boldly avouching the lame man to be healed by the name of Jesus, and that by the same Jesus only we must be eternally saved,"
4524,ACT,4,13,22,"they command him and John to preach no more in that name, adding also threatening;"
4525,ACT,4,23,30,whereupon the church flees to prayer.
4526,ACT,4,31,37,"And God, by moving the place where they were assembled, testifies that he heard their prayer; confirming the church with the gift of the Holy Ghost, and with mutual love and charity."
4527,ACT,5,1,11,"After that Ananias and Sapphira his wife for their hypocrisy, at Peter's rebuke had fallen down dead;"
4528,ACT,5,12,13,and that the rest of the apostles had wrought many miracles;
4529,ACT,5,14,16,to the increase of the faith;
4530,ACT,5,17,18,the apostles are again imprisoned;
4531,ACT,5,19,20,but delivered by an angel bidding them preach openly to all;
4532,ACT,5,21,28,"when, after their teaching accordingly in the temple,"
4533,ACT,5,29,32,"and before the council,"
4534,ACT,5,33,40,"they are in danger to be killed; but through the advice of Gamaliel, a great counsellor among the Jews, they are kept alive, and are only beaten;"
4535,ACT,5,41,42,"for which they glorify God, and cease no day from preaching."
4536,ACT,6,1,2,"The apostles, desirous to have the poor regarded for their bodily sustenance, as also careful themselves to dispense the word of God, the food of the soul,"
4537,ACT,6,3,4,"recommend,"
4538,ACT,6,5,6,and with the church's consent ordain seven chosen men to the office of deaconship.
4539,ACT,6,7.,7,"The word of God prevails,"
4540,ACT,6,8,15,"Stephen, full of faith and the Holy Ghost, confuting those with whom he disputed, is brought before the council, and falsely accused of blasphemy against the law and the temple."
4541,ACT,7,1.,1,"Stephen, permitted to answer to the accusation of blasphemy,"
4542,ACT,7,2,19,"shows that Abraham worshipped God rightly, and how God chose the fathers,"
4543,ACT,7,20,36,"before Moses was born, and before the tabernacle and temple were built;"
4544,ACT,7,37,43,that Moses himself witnessed of Christ;
4545,ACT,7,44,50,"and that all outward ceremonies were ordained, according to the heavenly pattern, to last but for a time;"
4546,ACT,7,51,53,"reprehending their rebellion, and murdering of Christ, the Just One, whom the prophets foretold should come into the world."
4547,ACT,7,54,60,"Whereupon they stone him to death, who commends his soul to Jesus, and humbly prays for them."
4548,ACT,8,1,8,"By occasion of the persecution in Jerusalem, the church being planted in Samaria, by Philip the deacon, who preached, did miracles, and baptized many;"
4549,ACT,8,9,13,"among the rest Simon the sorcerer, a great seducer of the people;"
4550,ACT,8,14,17,"Peter and John come to confirm and enlarge the church; where, by prayer and imposition of hands giving the Holy Ghost;"
4551,ACT,8,18,25,"when Simon would have bought the like power of them, Peter sharply reproving his hypocrisy and covetousness, and exhorting him to repentance, together with John preaching the word of the Lord, return to Jerusalem;"
4552,ACT,8,26,40,but the angel sends Philip to teach and baptize the Ethiopian Eunuch.
4553,ACT,9,1,9,"Saul, going towards Damascus, is stricken down to the earth, and led blind to Damascus;"
4554,ACT,9,10,17,is called to the apostleship;
4555,ACT,9,18,19,and is baptized by Ananias.
4556,ACT,9,20,22,He preaches Christ boldly.
4557,ACT,9,23,28,The Jews lay wait to kill him;
4558,ACT,9,29,30,"so do the Grecians, but he escapes both."
4559,ACT,9,31,35,"The church having rest, Peter heals Aeneas of the palsy;"
4560,ACT,9,36,43,and restores Tabitha to life.
4561,ACT,10,1,10,"Cornelius, a devout man, being commanded by an angel, sends for Peter,"
4562,ACT,10,11,16,who by a vision is taught not to despise the Gentiles;
4563,ACT,10,17,24,and is commanded by the Spirit to go with the messenger to Caesarea.
4564,ACT,10,25,33,Cornelius shows the occasion of his sending for him.
4565,ACT,10,34,43,"As he preaches Christ to Cornelius and his company,"
4566,ACT,10,44,48,"the Holy Ghost falls on them, and they are baptized."
4567,ACT,11,1,4,"Peter, being accused for going in to the Gentiles,"
4568,ACT,11,5,17,makes his defence;
4569,ACT,11,18.,18,which is accepted.
4570,ACT,11,19,25,"The gospel being spread in Phenice, and Cyprus, and Antioch, Barnabas is sent to confirm them."
4571,ACT,11,26.,26,The disciples there are first called Christians.
4572,ACT,11,27,30,They send relief to the brethren in Judea in time of famine.
4573,ACT,12,1,19,"King Herod persecutes the Christians, kills James, and imprisons Peter; whom an angel delivers upon the prayers of the church."
4574,ACT,12,20,23,"Herod in his pride taking to himself the honour due to God, is stricken by an angel, and dies miserably."
4575,ACT,12,24.,24,"After his death, the word of God prospers."
4576,ACT,12,25.,25,Saul and Barnabas return to Antioch.
4577,ACT,13,1,5,Paul and Barnabas are chosen to go to the Gentiles.
4578,ACT,13,6,12,"Of Sergius Paulus, and Elymas the sorcerer."
4579,ACT,13,13,41,Paul preaches at Antioch that Jesus is Christ.
4580,ACT,13,42,43,The Gentiles believe;
4581,ACT,13,44,49,"but the Jews gainsay and blaspheme, whereupon they turn to the Gentiles, of whom many believe."
4582,ACT,13,50,52,"The Jews raise a persecution against Paul and Barnabas, who go to Iconium."
4583,ACT,14,1,7,Paul and Barnabas are persecuted from Iconium.
4584,ACT,14,8,18,"At Lystra Paul heals a cripple, whereupon they are reputed as gods."
4585,ACT,14,19,20,Paul is stoned.
4586,ACT,14,21,25,"They pass through divers churches, confirming the disciples in faith and patience."
4587,ACT,14,26,28,"Returning to Antioch, they report what God had done with them."
4588,ACT,15,1,4,Great dissensions arise touching circumcision.
4589,ACT,15,5,21,"The apostles consult about it,"
4590,ACT,15,22,35,and send their determination by letters to the churches.
4591,ACT,15,36,41,"Paul and Barnabas, thinking to visit the brethren together, disagree, and travel different ways."
4592,ACT,16,1,6,"Paul having circumcised Timothy,"
4593,ACT,16,7,13,"and being called by the Spirit from one country to another,"
4594,ACT,16,14,15,"converts Lydia,"
4595,ACT,16,16,18,and casts out a spirit of divination;
4596,ACT,16,19,24,for which cause he and Silas are whipped and imprisoned.
4597,ACT,16,25,30,The prison doors are opened.
4598,ACT,16,31,34,"The jailor is converted,"
4599,ACT,16,35,40,and they are delivered.
4600,ACT,17,1,4,"Paul preaches at Thessalonica, where some believe,"
4601,ACT,17,5,9,and others persecute him.
4602,ACT,17,10,12,"He is sent to Berea, and preaches there."
4603,ACT,17,13,15,"Being persecuted by Jews from Thessalonica,"
4604,ACT,17,16,31,"he comes to Athens, and disputes and preaches the living God, to them unknown;"
4605,ACT,17,32,34,"whereby, though some mock, many are converted unto Christ."
4606,ACT,18,1,8,"Paul labours with his hands, and preaches at Corinth to the Gentiles."
4607,ACT,18,9,11,The Lord encourages him in a vision.
4608,ACT,18,12,17,"He is accused before Gallio the deputy, but is dismissed."
4609,ACT,18,18,23,"Afterwards passing from city to city, he strengthens the disciples."
4610,ACT,18,24,28,"Apollos, being more perfectly instructed by Aquila and Priscilla, preaches Christ with great efficacy."
4611,ACT,19,1,7,The Holy Ghost is given by Paul's hands.
4612,ACT,19,8,12,"The Jews blaspheme his doctrine, which is confirmed by miracles."
4613,ACT,19,13,15,"The Jewish exorcists,"
4614,ACT,19,16,18,are beaten by the devil.
4615,ACT,19,19,20,Conjuring books are burnt.
4616,ACT,19,21,34,"Demetrius, for love of gain, raises an uproar against Paul;"
4617,ACT,19,35,41,which is appeased by the townclerk.
4618,ACT,20,1,6,"Paul goes to Macedonia, and thence to Troas."
4619,ACT,20,7,8,"He celebrates the Lord's supper, and preaches."
4620,ACT,20,9,12,Eutychus having fallen down dead is raised to life.
4621,ACT,20,13,16,He continues his travels;
4622,ACT,20,17,27,"and at Miletum he calls the elders together, tells them what shall befall to himself,"
4623,ACT,20,28.,28,"commits God's flock to them,"
4624,ACT,20,29,31,"warns them of false teachers,"
4625,ACT,20,32,35,"commends them to God,"
4626,ACT,20,36,38,"prays with them, and departs."
4627,ACT,21,1,9,"Paul calls at the house of Philip, whose daughters prophesy."
4628,ACT,21,10,16,"Agabus, foretelling what should befall him at Jerusalem, he will not be dissuaded from going thither."
4629,ACT,21,17,26,He comes to Jerusalem;
4630,ACT,21,27,36,"where he is apprehended, and in great danger, but by the chief captain is rescued;"
4631,ACT,21,37,40,"and requests, and is permitted to speak to the people."
4632,ACT,22,1,16,"Paul declares at large how he was converted to the faith,"
4633,ACT,22,17,21,and called to his apostleship.
4634,ACT,22,22,23,At the very mentioning of the Gentiles the people exclaim on him.
4635,ACT,22,24.,24,He would have been scourged;
4636,ACT,22,25,30,"but claiming the privilege of a Roman, he escapes."
4637,ACT,23,1.,1,"As Paul pleads his cause,"
4638,ACT,23,2,6,Ananias commands them to smite him.
4639,ACT,23,7,10,Dissension among his accusers.
4640,ACT,23,11,13,God encourages him.
4641,ACT,23,14,19,"The Jews' laying wait for Paul,"
4642,ACT,23,20,26,is declared unto the chief captain.
4643,ACT,23,27,35,He sends him to Felix the governor.
4644,ACT,24,1,9,"Paul being accused by Tertullus the orator,"
4645,ACT,24,10,23,answers for his life and doctrine.
4646,ACT,24,24,25,He preaches Christ to the governor and his wife.
4647,ACT,24,26.,26,"The governor hopes for a bribe, but in vain."
4648,ACT,24,27.,27,"At last, going out of his office, he leaves Paul in prison."
4649,ACT,25,1,7,The Jews accuse Paul before Festus.
4650,ACT,25,8,10,"He answers for himself,"
4651,ACT,25,11,13,and appeals unto Caesar.
4652,ACT,25,14,22,Afterwards Festus opens his matter to king Agrippa;
4653,ACT,25,23,24,and he is brought forth.
4654,ACT,25,25,27,Festus clears him of having done any thing worthy of death.
4655,ACT,26,1,11,"Paul, in the presence of Agrippa, declares his life from his childhood;"
4656,ACT,26,12,23,"and how miraculously he was converted, and called to his apostleship."
4657,ACT,26,24,27,"Festus charges him with being mad, whereunto he answers modestly."
4658,ACT,26,28,30,Agrippa is almost persuaded to be a Christian.
4659,ACT,26,31,32,The whole company pronounce him innocent.
4660,ACT,27,1,9,"Paul shipping towards Rome,"
4661,ACT,27,10.,10,"foretells of the danger of the voyage,"
4662,ACT,27,11,13,but is not believed.
4663,ACT,27,14,40,They are tossed to and fro with tempest;
4664,ACT,27,41,43,and suffer shipwreck;
4665,ACT,27,44.,44,yet all come safe to land.
4666,ACT,28,1,4,"Paul, after his shipwreck, is kindly entertained of the barbarians."
4667,ACT,28,5,7,The viper on his hand hurts him not.
4668,ACT,28,8,10,He heals many diseases in the island.
4669,ACT,28,11,16,They depart towards Rome.
4670,ACT,28,17,23,He declares to the Jews the cause of his coming.
4671,ACT,28,24,29,"After his preaching some were persuaded, and some believed not."
4672,ACT,28,30,31,Yet he preaches there two years.
4673,ROM,1,1,8,Paul commends his calling to the Romans;
4674,ROM,1,9,15,and his desire to come to them.
4675,ROM,1,16,17,What his gospel is.
4676,ROM,1,18,20,God is angry with sin.
4677,ROM,1,21,32,What were the sins of the gentiles.
4678,ROM,2,1,5,No excuse for sin.
4679,ROM,2,6,13,No escape from judgment.
4680,ROM,2,14,16,Gentiles cannot;
4681,ROM,2,17,29,nor Jews.
4682,ROM,3,1,2,The Jews' prerogative;
4683,ROM,3,3,8,which they have not lost;
4684,ROM,3,9,19,howbeit the law convinces them also of sin;
4685,ROM,3,20,27,therefore no flesh is justified by the law;
4686,ROM,3,28,30,"but all, without difference, by faith, only;"
4687,ROM,3,31.,31,and yet the law is not abolished.
4688,ROM,4,1,9,Abraham's faith was imputed to him for righteousness;
4689,ROM,4,10,12,before he was circumcised.
4690,ROM,4,13,15,By faith only he and his seed received the promise.
4691,ROM,4,16,23,Abraham is the father of all that believe.
4692,ROM,4,24,25,Our faith also shall be imputed to us for righteousness.
4693,ROM,5,1.,1,"Being justified by faith, we have peace with God;"
4694,ROM,5,2,7,and joy in our hope;
4695,ROM,5,8,9,"that since we were reconciled by his blood, when we were enemies;"
4696,ROM,5,10,11,"we shall much more be saved, being reconciled."
4697,ROM,5,12,16,As sin and death came by Adam;
4698,ROM,5,17,19,so much more righteousness and life by Jesus Christ.
4699,ROM,5,20,21,"Where sin abounded, grace did superabound."
4700,ROM,6,1.,1,We may not live in sin;
4701,ROM,6,2.,2,for we are dead unto it;
4702,ROM,6,3,11,as appears by our baptism.
4703,ROM,6,12,17,Let not sin reign any more;
4704,ROM,6,18,22,because we have yielded ourselves to the service of righteousness;
4705,ROM,6,23.,23,and for that death is the wages of sin.
4706,ROM,7,1,3,No law hath power over a man longer than he lives.
4707,ROM,7,4,6,But we are dead to the law.
4708,ROM,7,7,11,Yet is not the law sin;
4709,ROM,7,12,15,"but holy, just and good;"
4710,ROM,7,16,25,"as I acknowledge, who am grieved because I cannot keep it."
4711,ROM,8,1,4,"They that are in Christ, are free from condemnation."
4712,ROM,8,5,12,What harm comes of the flesh;
4713,ROM,8,13,18,and what good of the Spirit.
4714,ROM,8,19,28,"The glorious deliverance all things long for,"
4715,ROM,8,29,37,was beforehand decreed from God.
4716,ROM,8,38,39,Nothing can sever us from his love.
4717,ROM,9,1,6,Paul is sorry for the Jews.
4718,ROM,9,7,17,All of Abraham not of the promise.
4719,ROM,9,18,24,God's sovereignty.
4720,ROM,9,25,31,"The calling of the Gentiles and rejecting of the Jews, foretold."
4721,ROM,9,32,33,The cause of the Jews' stumbling.
4722,ROM,10,1,10,"The Scripture shows the difference between the righteousness of the law, and that of faith;"
4723,ROM,10,11,17,"and that all, both Jew and Gentile, that believe, shall not be confounded;"
4724,ROM,10,18.,18,and that the Gentiles shall receive the word and believe.
4725,ROM,10,19,21,Israel was not ignorant of these things.
4726,ROM,11,1,6,God has not cast off all Israel.
4727,ROM,11,7,15,"Some were elected, though the rest were hardened."
4728,ROM,11,16,17,There is hope of their conversion.
4729,ROM,11,18,25,The Gentiles may not exult over them;
4730,ROM,11,26,32,for there is a promise of their salvation.
4731,ROM,11,33,36,God's judgments are unsearchable.
4732,ROM,12,1,2,God's mercies must move us to please God.
4733,ROM,12,3,5,No man must think too well of himself;
4734,ROM,12,6,8,but everyone attend on that calling wherein he is placed.
4735,ROM,12,9,18,"Love, and many other duties are required of us."
4736,ROM,12,19,21,Revenge is especially forbidden.
4737,ROM,13,1,7,"Subjection, and many other duties, we owe to the magistrates."
4738,ROM,13,8,10,Love is the fulfilling of the law.
4739,ROM,13,11,14,"Gluttony and drunkenness, and the works of darkness, are out of season in the time of the Gospel."
4740,ROM,14,1,12,Men may not contemn nor condemn one another for things indifferent;
4741,ROM,14,13,14,but take heed that they give no offence in them;
4742,ROM,14,15,23,which the apostle proves unlawful by many reasons.
4743,ROM,15,1.,1,The strong must bear with the weak.
4744,ROM,15,2.,2,We must not please ourselves;
4745,ROM,15,3,6,for Christ did not so;
4746,ROM,15,7.,7,"but receive one another, as Christ did us all;"
4747,ROM,15,8,14,both Jews and Gentiles;
4748,ROM,15,15,27,Paul excuses his writing;
4749,ROM,15,28,29,and promises to see them;
4750,ROM,15,30,33,and requests their prayers.
4751,ROM,16,1,16,Paul wills the brethren to greet many;
4752,ROM,16,17,20,and advises them to take heed of those which cause dissension and offences;
4753,ROM,16,21,27,and after sundry salutations ends with praise and thanks to God.
4754,1CO,1,1,9,"After his salutation and thanksgiving,"
4755,1CO,1,10,11,"he exhorts them to unity,"
4756,1CO,1,12,17,and reproves their dissensions.
4757,1CO,1,18,20,"God destroys the wisdom of the wise,"
4758,1CO,1,21,25,by the foolishness of preaching;
4759,1CO,1,26,27,"and calls not the wise, mighty, and noble,"
4760,1CO,1,28,31,"but the foolish, weak, and men of no account."
4761,1CO,2,1,5,"He declares that his preaching, though it bring not excellency of speech, or of human wisdom, yet consists in the power of God;"
4762,1CO,2,6,16,"and so far excels the wisdom of this world, and human sense, that the natural man cannot understand it."
4763,1CO,3,1,2,Milk is fit for children.
4764,1CO,3,3,6,"Strife and division, arguments of a fleshly mind."
4765,1CO,3,7,8,"He that planteth and he that watereth, are nothing."
4766,1CO,3,9,10,The ministers are God's fellow-workmen.
4767,1CO,3,11,15,Christ the only foundation.
4768,1CO,3,16,18,"Men the temples of God, which must be kept holy."
4769,1CO,3,19,23,The wisdom of this world is foolishness with God.
4770,1CO,4,1,6,In what account the ministers ought to be had.
4771,1CO,4,7,8,We have nothing which we have not received.
4772,1CO,4,9,12,"The apostles spectacles to the world, angels, and men;"
4773,1CO,4,13,14,the filth and offscouring of the world;
4774,1CO,4,15.,15,yet our fathers in Christ;
4775,1CO,4,16,21,whom we ought to follow.
4776,1CO,5,1,5,"The incestuous person,"
4777,1CO,5,6.,6,is cause rather of shame unto them than of rejoicing.
4778,1CO,5,7,9,The old leaven is to be purged out.
4779,1CO,5,10,13,Hienous offenders are to be shamed and avoided.
4780,1CO,6,1,5,"The Corinthians must not vex their brethren, in going to law with them;"
4781,1CO,6,6,8,especially under infidels.
4782,1CO,6,9,14,The unrighteous shall not inherit the kingdom of God.
4783,1CO,6,15,20,"Our bodies are the members of Christ, and temples of the Holy Ghost: they must not therefore be defiled."
4784,1CO,7,1,3,He treats of marriage;
4785,1CO,7,4,9,"shewing it to be a remedy against fornication,"
4786,1CO,7,10,19,and that the bond thereof ought not lightly to be dissolved.
4787,1CO,7,20,24,Every man must be content with his vocation.
4788,1CO,7,25,34,Virginity wherefore to be embraced;
4789,1CO,7,35,40,"and for what respects we may either marry, or abstain from marrying."
4790,1CO,8,1,7,To abstain from meats offered to idols.
4791,1CO,8,8,10,"We must not abuse our Christian liberty, to the offence of our brethren;"
